eval_id,x1,x2,x3,x4
1,0.004283945637,0.722308417,0.4522056079,0.01312932978
2,0.00590537079,0.4120501535,0.3128978243,0.8212304822
3,0.03553238885,0.1299026047,0.7999390785,0.3673339874
4,0.03889486493,0.4587551287,0.04655868562,0.4877230285
5,0.04956825601,0.230269551,0.765862783,0.7209492306
6,0.04994012306,0.6828247446,0.3625894235,0.3948129678
7,0.06545933861,0.1480807964,0.06193549561,0.9125822964
8,0.07575880702,0.4366564686,0.7105526309,0.5351448551
9,0.08173512038,0.1741912444,0.6925292428,0.59930281
10,0.08724488359,0.4694132204,0.6562209673,0.921495453
11,0.09555575852,0.5354618608,0.3583713459,0.2918148
12,0.09600701076,0.6453433651,0.2929392496,0.7247853497
13,0.1004887559,0.1045122691,0.5718677326,0.2226334564
14,0.1029995595,0.2419955817,0.01689041481,0.3813131942
15,0.1194687598,0.5975482742,0.2517546331,0.8582470132
16,0.1264654734,0.5751869387,0.7345030754,0.09224486542
17,0.137701441,0.2159675502,0.6476552989,0.7551054851
18,0.1395030831,0.6843517176,0.69831,0.6221929638
19,0.1451266524,0.5591687544,0.2671781001,0.6803594132
20,0.1475954965,0.174536777,0.362476738,0.7676185895
21,0.1509394918,0.2896539637,0.1553465803,0.7033945148
22,0.1581994646,0.1647308756,0.01257788428,0.4711246074
23,0.1831923344,0.5827685638,0.2445449409,0.4856644117
24,0.1850401607,0.5633151083,0.06945978146,0.6346298967
25,0.1902064004,0.7722236801,0.2939365832,0.470607246
26,0.1921558314,0.3005187595,0.6662243116,0.3936822891
27,0.1938635287,0.1097193946,0.2657889773,0.5279456584
28,0.2039071766,0.2169790504,0.413156228,0.5914132495
29,0.2199853526,0.4899996488,0.6471682697,0.2071090761
30,0.2250302439,0.3585824622,0.1703517892,0.04650409475
31,0.2300356263,0.544928399,0.1555060697,0.1944792681
32,0.230860432,0.1183811658,0.7703157738,0.9321650481
33,0.2323510808,0.5950803882,0.1715186843,0.7965438658
34,0.2404988741,0.4120282201,0.5327934107,0.9200322725
35,0.2421142371,0.3648969052,0.4561925585,0.906308603
36,0.2432378893,0.2085265574,0.216621646,0.7544014509
37,0.2670835034,0.6263190637,0.5371956489,0.3268049757
38,0.2696148959,0.3735503899,0.1946950776,0.5674728153
39,0.281810707,0.1323197924,0.5975553869,0.9885846176
40,0.2844317724,0.2042793007,0.5782988383,0.5414258007
41,0.2846224402,0.4225890966,0.4503987944,0.6421476508
42,0.2999297911,0.5862564157,0.5839733924,0.6701448251
43,0.3074826138,0.4212032462,0.09910835666,0.6630419463
44,0.3087492903,0.2292094191,0.6076841324,0.1992754634
45,0.3156140687,0.6101894426,0.1602632251,0.03995118339
46,0.317277334,0.4140356625,0.09776197863,0.9607364908
47,0.3270261733,0.208384492,0.2524436106,0.786994731
48,0.3331035396,0.6566459979,0.7162404332,0.04017218623
49,0.3414609493,0.4669629326,0.7667917602,0.4273796447
50,0.363346651,0.2420453307,0.216600803,0.9450703626
51,0.3693419462,0.6908753123,0.2387837173,0.03414414033
52,0.3847919224,0.4227109553,0.2535310623,0.3066737104
53,0.385679351,0.2175437306,0.1972214271,0.6486954827
54,0.3884702904,0.7699850902,0.1891972252,0.3593482274
55,0.3885415466,0.4712189796,0.7448543247,0.1053333143
56,0.4095291147,0.7130526885,0.6555441018,0.8333065574
57,0.409930989,0.7615162,0.6891735564,0.7857734155
58,0.4123371439,0.3530302046,0.06521841961,0.2047670936
59,0.4259296959,0.3357103733,0.1658233915,0.3393678513
60,0.4316703202,0.6710358578,0.7150546744,0.02711631964
61,0.4317387903,0.4637125871,0.4336000675,0.381357073
62,0.4599255802,0.4495975116,0.5724951125,0.8445906121
63,0.4842162719,0.5292337875,0.7066887468,0.7069637909
64,0.4901621474,0.008982841675,0.1978647091,0.6238603339
65,0.4904369427,0.4366321432,0.2982013119,0.01526378375
66,0.5090741428,0.03048959562,0.4041414471,0.3724621531
67,0.5091120231,0.2332316783,0.2556559042,0.7527224662
68,0.5129099751,0.5301813083,0.4756516455,0.7626593862
69,0.5149631313,0.09571087328,0.04283740448,0.320791193
70,0.527980697,0.08698146608,0.7095660198,0.3154835656
71,0.5286852169,0.6938724223,0.4485537974,0.8921787124
72,0.530628177,0.4292772999,0.533305298,0.8597793937
73,0.5556089128,0.1826294192,0.2374308941,0.08498833612
74,0.5674739535,0.3057540079,0.1472600036,0.4149498732
75,0.5865822988,0.03517275641,0.7754708547,0.9708358296
76,0.591309234,0.517583883,0.3561669802,0.9285895088
77,0.593787654,0.1409271315,0.04711968603,0.9697021209
78,0.5947216119,0.714753953,0.2476180521,0.4245803684
79,0.6020944267,0.09461837006,0.02021764033,0.04004831148
80,0.6047830946,0.1298060328,0.2250620701,0.1734933537
81,0.6088255624,0.1309423227,0.7516600333,0.964715084
82,0.6192044805,0.6450672812,0.3450383814,0.785019026
83,0.6304918419,0.780324848,0.4512574891,0.572289719
84,0.6534778021,0.2231728059,0.614119169,0.04802596478
85,0.66602277,0.1460891803,0.675418182,0.335696913
86,0.6711729928,0.7266581136,0.1864922651,0.5461519619
87,0.6780642591,0.3433039477,0.5125419187,0.6295072053
88,0.6831914298,0.09857731429,0.1169317835,0.7454774551
89,0.6891277983,0.1355275263,0.4356099596,0.1243968816
90,0.6917433716,0.4863884317,0.09613805045,0.1452209564
91,0.6960241638,0.7196715772,0.4410250699,0.415682248
92,0.7033864043,0.7697437033,0.4242370321,0.4714613526
93,0.7247332289,0.4654309104,0.5098776581,0.1736784294
94,0.7411556583,0.4049336715,0.03085658328,0.6180616816
95,0.7435970861,0.7241439167,0.6532094966,0.5653222974
96,0.7626144007,0.2609837954,0.7736584514,0.8368968716
97,0.7747075546,0.06455031972,0.2294897777,0.6230640587
98,0.7893362921,0.1118329276,0.4684384847,0.2979584645
99,0.7894571345,0.2071934746,0.5432188238,0.9880545977
100,0.7964626782,0.7324542753,0.2270016656,0.9561570808
101,0.03889486493,0.4587551287,0.04655868562,0.4877230285
102,0.09555575852,0.5354618608,0.3583713459,0.2918148
103,0.09555575852,0.5354618608,0.3583713459,0.3724621531
104,0.1194687598,0.4863884317,0.09613805045,0.8582470132
105,0.1194687598,0.5975482742,0.2517546331,0.5653222974
106,0.1194687598,0.7241439167,0.6532094966,0.8582470132
107,0.1831923344,0.4637125871,0.4336000675,0.381357073
108,0.1831923344,0.5827685638,0.2445449409,0.381357073
109,0.1902064004,0.7722236801,0.2294897777,0.470607246
110,0.1921558314,0.3005187595,0.4512574891,0.572289719
111,0.1921558314,0.780324848,0.6662243116,0.572289719
112,0.2199853526,0.4049336715,0.6471682697,0.2071090761
113,0.230860432,0.09857731429,0.1169317835,0.7454774551
114,0.230860432,0.1183811658,0.1169317835,0.7454774551
115,0.230860432,0.3433039477,0.5125419187,0.6295072053
116,0.230860432,0.3433039477,0.7703157738,0.9321650481
117,0.2696148959,0.1298060328,0.2250620701,0.1734933537
118,0.281810707,0.1323197924,0.5975553869,0.04650409475
119,0.281810707,0.3585824622,0.1703517892,0.9885846176
120,0.2846224402,0.4225890966,0.675418182,0.335696913
121,0.2999297911,0.5862564157,0.4503987944,0.6421476508
122,0.2999297911,0.5862564157,0.5839733924,0.6421476508
123,0.3087492903,0.2292094191,0.6076841324,0.1992754634
124,0.3156140687,0.6101894426,0.1602632251,0.03995118339
125,0.317277334,0.2042793007,0.09776197863,0.5414258007
126,0.317277334,0.2042793007,0.5782988383,0.5414258007
127,0.3270261733,0.208384492,0.2524436106,0.3936822891
128,0.3270261733,0.3005187595,0.6662243116,0.3936822891
129,0.3414609493,0.4669629326,0.7667917602,0.4273796447
130,0.3693419462,0.6908753123,0.2387837173,0.6230640587
131,0.3885415466,0.4712189796,0.4336000675,0.1053333143
132,0.3885415466,0.4712189796,0.4336000675,0.1053333143
133,0.3885415466,0.4712189796,0.7448543247,0.1053333143
134,0.4259296959,0.5950803882,0.1658233915,0.3393678513
135,0.4259296959,0.5950803882,0.1715186843,0.3393678513
136,0.4316703202,0.6710358578,0.6555441018,0.02711631964
137,0.4316703202,0.7130526885,0.7150546744,0.8333065574
138,0.4361428948,0.4495975116,0.5724951125,0.8445906121
139,0.4599255802,0.1298060328,0.2250620701,0.8445906121
140,0.4599255802,0.4495975116,0.2250620701,0.1734933537
141,0.4599255802,0.4495975116,0.5724951125,0.2979584645
142,0.5090741428,0.03048959562,0.3583713459,0.2918148
143,0.5090741428,0.03048959562,0.4041414471,0.3724621531
144,0.5090741428,0.1323197924,0.5975553869,0.3724621531
145,0.5090741428,0.7196715772,0.4410250699,0.415682248
146,0.5091120231,0.2332316783,0.2556559042,0.7527224662
147,0.5091120231,0.7196715772,0.2556559042,0.415682248
148,0.5556089128,0.1826294192,0.7448543247,0.1053333143
149,0.5746121622,0.6263190637,0.5371956489,0.3268049757
150,0.6020944267,0.09461837006,0.614119169,0.04802596478
151,0.6020944267,0.2231728059,0.02021764033,0.04802596478
152,0.6047830946,0.1298060328,0.2250620701,0.1734933537
153,0.6047830946,0.1298060328,0.2250620701,0.9450703626
154,0.6047830946,0.2420453307,0.216600803,0.9450703626
155,0.6047830946,0.3433039477,0.2250620701,0.1734933537
156,0.6047830946,0.3433039477,0.2250620701,0.1734933537
157,0.6047830946,0.4587551287,0.04655868562,0.1734933537
158,0.6047830946,0.4587551287,0.04655868562,0.4877230285
159,0.6088255624,0.1309423227,0.7516600333,0.8368968716
160,0.6088255624,0.1309423227,0.7516600333,0.8368968716
161,0.6088255624,0.1309423227,0.7516600333,0.964715084
162,0.66602277,0.4225890966,0.4503987944,0.6421476508
163,0.6891277983,0.1355275263,0.1891972252,0.3593482274
164,0.6891277983,0.7699850902,0.1891972252,0.1243968816
165,0.6917433716,0.4863884317,0.09613805045,0.8582470132
166,0.6960241638,0.5354618608,0.4410250699,0.2918148
167,0.6960241638,0.7196715772,0.4041414471,0.415682248
168,0.7411556583,0.4049336715,0.03085658328,0.6180616816
169,0.7411556583,0.7242986664,0.03085658328,0.6180616816
170,0.7626144007,0.1741912444,0.6925292428,0.8368968716
171,0.7626144007,0.1741912444,0.6925292428,0.8368968716
172,0.7747075546,0.06455031972,0.2294897777,0.03414414033
173,0.7747075546,0.06455031972,0.2939365832,0.470607246
174,0.7893362921,0.4495975116,0.5724951125,0.8445906121
175,0.7964626782,0.7324542753,0.2270016656,0.8368968716
176,0.7964626782,0.7324542753,0.2270016656,0.8368968716
177,0.004283945637,0.722308417,0.4522056079,0.01312932978
178,0.004283945637,0.722308417,0.7667917602,0.01312932978
179,0.09555575852,0.4049336715,0.3583713459,0.2918148
180,0.09555575852,0.4712189796,0.7448543247,0.1053333143
181,0.09555575852,0.5354618608,0.1555060697,0.2918148
182,0.1395030831,0.4669629326,0.69831,0.6221929638
183,0.1451266524,0.5591687544,0.03085658328,0.6803594132
184,0.1451266524,0.5591687544,0.2671781001,0.6180616816
185,0.1831923344,0.4227109553,0.2445449409,0.3066737104
186,0.1831923344,0.5827685638,0.1715186843,0.4856644117
187,0.1831923344,0.5950803882,0.2445449409,0.4856644117
188,0.1902064004,0.6566459979,0.7162404332,0.470607246
189,0.1902064004,0.7722236801,0.2939365832,0.470607246
190,0.1902064004,0.7722236801,0.2939365832,0.470607246
191,0.1902064004,0.7722236801,0.2939365832,0.470607246
192,0.1902064004,0.7722236801,0.7345030754,0.09224486542
193,0.1921558314,0.4225890966,0.4503987944,0.572289719
194,0.2199853526,0.4899996488,0.6471682697,0.2071090761
195,0.2199853526,0.7722236801,0.2939365832,0.2071090761
196,0.2300356263,0.5354618608,0.3583713459,0.2918148
197,0.230860432,0.5301813083,0.4756516455,0.7626593862
198,0.230860432,0.7699850902,0.1891972252,0.9321650481
199,0.2323510808,0.4587551287,0.04655868562,0.7965438658
200,0.2323510808,0.4587551287,0.1715186843,0.1734933537
201,0.2323510808,0.5950803882,0.2250620701,0.7965438658
202,0.2670835034,0.5862564157,0.5371956489,0.6701448251
203,0.2670835034,0.6263190637,0.5371956489,0.3268049757
204,0.2670835034,0.6263190637,0.5371956489,0.3268049757
205,0.2846224402,0.780324848,0.4503987944,0.6421476508
206,0.2999297911,0.5862564157,0.4756516455,0.7626593862
207,0.2999297911,0.5862564157,0.5839733924,0.6421476508
208,0.2999297911,0.6566459979,0.7162404332,0.04017218623
209,0.3270261733,0.6101894426,0.1602632251,0.3936822891
210,0.3270261733,0.6101894426,0.1602632251,0.3936822891
211,0.3331035396,0.5862564157,0.7162404332,0.6701448251
212,0.3331035396,0.7722236801,0.7162404332,0.470607246
213,0.3414609493,0.4669629326,0.69831,0.6221929638
214,0.3847919224,0.5827685638,0.2535310623,0.3066737104
215,0.3885415466,0.4712189796,0.3583713459,0.1053333143
216,0.4316703202,0.2231728059,0.6555441018,0.04802596478
217,0.4317387903,0.4899996488,0.6471682697,0.381357073
218,0.4599255802,0.4225890966,0.5724951125,0.8445906121
219,0.4842162719,0.5292337875,0.7066887468,0.7069637909
220,0.5091120231,0.2332316783,0.2556559042,0.1243968816
221,0.5129099751,0.3433039477,0.4756516455,0.9321650481
222,0.5129099751,0.5301813083,0.5839733924,0.7626593862
223,0.5947216119,0.714753953,0.5799186698,0.4245803684
224,0.6047830946,0.3433039477,0.2250620701,0.1734933537
225,0.6047830946,0.4587551287,0.04655868562,0.4877230285
226,0.6192044805,0.7324542753,0.3450383814,0.9561570808
227,0.6304918419,0.780324848,0.4512574891,0.572289719
228,0.6534778021,0.2231728059,0.6555441018,0.02711631964
229,0.66602277,0.4495975116,0.4503987944,0.6421476508
230,0.6711729928,0.7196715772,0.1864922651,0.415682248
231,0.6711729928,0.7266581136,0.1864922651,0.5461519619
232,0.6891277983,0.3433039477,0.7703157738,0.9321650481
233,0.6891277983,0.7699850902,0.1891972252,0.7527224662
234,0.6917433716,0.4863884317,0.09613805045,0.1452209564
235,0.6960241638,0.5354618608,0.4410250699,0.2918148
236,0.6960241638,0.5354618608,0.5724951125,0.2979584645
237,0.6960241638,0.7196715772,0.2939365832,0.470607246
238,0.6960241638,0.7196715772,0.6159380897,0.415682248
239,0.7411556583,0.5354618608,0.3583713459,0.2918148
240,0.7964626782,0.7324542753,0.2270016656,0.785019026
241,0.004283945637,0.722308417,0.4503987944,0.01312932978
242,0.004283945637,0.722308417,0.4503987944,0.6421476508
243,0.004283945637,0.722308417,0.5839733924,0.6421476508
244,0.09555575852,0.5354618608,0.3583713459,0.3724621531
245,0.1850401607,0.5633151083,0.06945978146,0.6346298967
246,0.1902064004,0.7241439167,0.7345030754,0.5653222974
247,0.1902064004,0.7722236801,0.1864922651,0.470607246
248,0.1902064004,0.7722236801,0.2939365832,0.8368968716
249,0.1902064004,0.7722236801,0.7345030754,0.09224486542
250,0.1921558314,0.6566459979,0.7162404332,0.572289719
251,0.2670835034,0.6263190637,0.1864922651,0.3268049757
252,0.2670835034,0.6263190637,0.5371956489,0.3268049757
253,0.2670835034,0.7266581136,0.1864922651,0.3268049757
254,0.2999297911,0.1741912444,0.5839733924,0.8368968716
255,0.2999297911,0.4669629326,0.7667917602,0.4273796447
256,0.2999297911,0.5862564157,0.4503987944,0.6421476508
257,0.2999297911,0.5862564157,0.4503987944,0.6421476508
258,0.2999297911,0.5862564157,0.4503987944,0.6421476508
259,0.2999297911,0.6710358578,0.6555441018,0.6701448251
260,0.2999297911,0.7196715772,0.5839733924,0.6701448251
261,0.2999297911,0.722308417,0.5839733924,0.01312932978
262,0.2999297911,0.7324542753,0.5839733924,0.6701448251
263,0.2999297911,0.7324542753,0.5839733924,0.9561570808
264,0.3156140687,0.3402839033,0.1602632251,0.03995118339
265,0.3156140687,0.3433039477,0.1602632251,0.03995118339
266,0.3331035396,0.780324848,0.7162404332,0.572289719
267,0.3414609493,0.4225890966,0.7667917602,0.4273796447
268,0.3414609493,0.4669629326,0.4503987944,0.4273796447
269,0.3414609493,0.4669629326,0.4503987944,0.6421476508
270,0.3414609493,0.4669629326,0.7667917602,0.4273796447
271,0.3847919224,0.6263190637,0.2535310623,0.3268049757
272,0.3847919224,0.6263190637,0.5371956489,0.3268049757
273,0.3884702904,0.5751869387,0.1891972252,0.3593482274
274,0.3884702904,0.7699850902,0.1891972252,0.3593482274
275,0.4316703202,0.6710358578,0.6555441018,0.02711631964
276,0.4316703202,0.6710358578,0.6555441018,0.572289719
277,0.4316703202,0.7130526885,0.5371956489,0.3268049757
278,0.4316703202,0.7130526885,0.7150546744,0.3268049757
279,0.5090741428,0.5862564157,0.4410250699,0.6701448251
280,0.6304918419,0.6710358578,0.4512574891,0.572289719
281,0.6711729928,0.7266581136,0.2939365832,0.5461519619
282,0.6891277983,0.3433039477,0.7150546744,0.9321650481
283,0.6891277983,0.5862564157,0.5839733924,0.7527224662
284,0.6891277983,0.6101894426,0.1602632251,0.03995118339
285,0.6891277983,0.7130526885,0.7150546744,0.8333065574
286,0.6891277983,0.7699850902,0.1891972252,0.7527224662
287,0.7411556583,0.7241439167,0.6532094966,0.5653222974
288,0.7435970861,0.5862564157,0.4756516455,0.5653222974
289,0.7435970861,0.5862564157,0.4756516455,0.5653222974
290,0.7435970861,0.7241439167,0.6532094966,0.6180616816
291,0.7435970861,0.7722236801,0.6532094966,0.5653222974
292,0.7626144007,0.1741912444,0.6925292428,0.09224486542
293,0.7626144007,0.1741912444,0.6925292428,0.5994087302
294,0.7626144007,0.1741912444,0.6925292428,0.6701448251
295,0.7626144007,0.2609837954,0.7736584514,0.8368968716
296,0.7626144007,0.7722236801,0.6925292428,0.470607246
297,0.7626144007,0.7722236801,0.7345030754,0.09224486542
298,0.7964626782,0.1741912444,0.2270016656,0.8368968716
299,0.7964626782,0.7324542753,0.2270016656,0.785019026
300,0.004283945637,0.722308417,0.4503987944,0.01312932978
301,0.1902064004,0.7241439167,0.2939365832,0.470607246
302,0.1902064004,0.7722236801,0.2294897777,0.6701448251
303,0.1902064004,0.780324848,0.1864922651,0.470607246
304,0.2846224402,0.7324542753,0.2270016656,0.785019026
305,0.2846224402,0.7722236801,0.4503987944,0.6421476508
306,0.2846224402,0.780324848,0.2270016656,0.6421476508
307,0.2846224402,0.780324848,0.4503987944,0.0316302525
308,0.2846224402,0.780324848,0.4503987944,0.8333065574
309,0.2999297911,0.5862564157,0.2270016656,0.7626593862
310,0.2999297911,0.5862564157,0.4503987944,0.6421476508
311,0.2999297911,0.6263190637,0.4503987944,0.6421476508
312,0.2999297911,0.7196715772,0.4041414471,0.415682248
313,0.2999297911,0.7196715772,0.4041414471,0.415682248
314,0.2999297911,0.7196715772,0.4756516455,0.7626593862
315,0.2999297911,0.7266581136,0.1864922651,0.6421476508
316,0.3156140687,0.6101894426,0.1602632251,0.03995118339
317,0.3270261733,0.7722236801,0.6925292428,0.3936822891
318,0.3331035396,0.2609837954,0.7736584514,0.8368968716
319,0.3331035396,0.7722236801,0.7162404332,0.6701448251
320,0.3847919224,0.6263190637,0.1891972252,0.3268049757
321,0.3847919224,0.6263190637,0.4503987944,0.6421476508
322,0.3847919224,0.6263190637,0.5371956489,0.3268049757
323,0.3884702904,0.5301813083,0.1891972252,0.3593482274
324,0.4095291147,0.3463880261,0.6555441018,0.8333065574
325,0.4095291147,0.780324848,0.6555441018,0.8333065574
326,0.5090741428,0.7196715772,0.4410250699,0.415682248
327,0.5129099751,0.7266581136,0.2939365832,0.7626593862
328,0.5129099751,0.7699850902,0.1891972252,0.7626593862
329,0.5746121622,0.5862564157,0.5371956489,0.3268049757
330,0.5746121622,0.6263190637,0.5371956489,0.3268049757
331,0.5746121622,0.6263190637,0.5371956489,0.3268049757
332,0.6304918419,0.6710358578,0.6159380897,0.572289719
333,0.6304918419,0.780324848,0.4512574891,0.572289719
334,0.6711729928,0.5301813083,0.2939365832,0.7626593862
335,0.6711729928,0.5862564157,0.1864922651,0.415682248
336,0.6711729928,0.5862564157,0.1864922651,0.6421476508
337,0.6711729928,0.5862564157,0.4756516455,0.7626593862
338,0.6711729928,0.7196715772,0.4410250699,0.415682248
339,0.6711729928,0.7324542753,0.2270016656,0.785019026
340,0.6891277983,0.5862564157,0.5839733924,0.3268049757
341,0.6891277983,0.5862564157,0.5839733924,0.7527224662
342,0.6891277983,0.7699850902,0.5989960524,0.1243968816
343,0.6960241638,0.7196715772,0.2939365832,0.470607246
344,0.6960241638,0.7196715772,0.4512574891,0.415682248
345,0.7435970861,0.7722236801,0.6532094966,0.470607246
346,0.7435970861,0.7722236801,0.6532094966,0.5653222974
347,0.7626144007,0.2609837954,0.7736584514,0.8368968716
348,0.7626144007,0.7324542753,0.7736584514,0.8368968716
349,0.7626144007,0.7722236801,0.1864922651,0.470607246
350,0.7626144007,0.7722236801,0.6925292428,0.3936822891
351,0.7626144007,0.7722236801,0.6925292428,0.470607246
352,0.7626144007,0.7722236801,0.6925292428,0.470607246
353,0.7964626782,0.2609837954,0.7736584514,0.8368968716
354,0.7964626782,0.7266581136,0.2270016656,0.785019026
355,0.7964626782,0.7324542753,0.4756516455,0.7626593862
356,0.1902064004,0.5862564157,0.7162404332,0.5653222974
357,0.1902064004,0.5862564157,0.7345030754,0.5653222974
358,0.1902064004,0.6566459979,0.4756516455,0.5653222974
359,0.1902064004,0.6710358578,0.4512574891,0.572289719
360,0.1902064004,0.6938724223,0.4485537974,0.8921787124
361,0.1902064004,0.7196715772,0.2939365832,0.415682248
362,0.1902064004,0.7241439167,0.6532094966,0.5653222974
363,0.1902064004,0.7241439167,0.6532094966,0.5653222974
364,0.1902064004,0.7722236801,0.2294897777,0.6701448251
365,0.1902064004,0.7722236801,0.7162404332,0.6701448251
366,0.1902064004,0.780324848,0.1864922651,0.5653222974
367,0.1902064004,0.780324848,0.1864922651,0.5653222974
368,0.2846224402,0.7722236801,0.4503987944,0.6421476508
369,0.2999297911,0.6710358578,0.4512574891,0.415682248
370,0.2999297911,0.7196715772,0.5989960524,0.1243968816
371,0.2999297911,0.7196715772,0.5989960524,0.415682248
372,0.2999297911,0.7196715772,0.6532094966,0.7626593862
373,0.2999297911,0.7722236801,0.6532094966,0.5653222974
374,0.3331035396,0.7722236801,0.6532094966,0.04017218623
375,0.3847919224,0.5827685638,0.6159380897,0.3066737104
376,0.3847919224,0.6263190637,0.2939365832,0.3268049757
377,0.3847919224,0.6710358578,0.6159380897,0.3066737104
378,0.3884702904,0.7699850902,0.1891972252,0.3593482274
379,0.3884702904,0.7699850902,0.3156372426,0.3593482274
380,0.4316703202,0.7990965609,0.6555441018,0.02711631964
381,0.5090741428,0.7196715772,0.2939365832,0.415682248
382,0.5286852169,0.6938724223,0.2294897777,0.8921787124
383,0.6304918419,0.5301813083,0.2939365832,0.7626593862
384,0.6304918419,0.6710358578,0.2270016656,0.572289719
385,0.6304918419,0.6710358578,0.2939365832,0.572289719
386,0.6304918419,0.6710358578,0.4041414471,0.415682248
387,0.6304918419,0.6710358578,0.4512574891,0.572289719
388,0.6304918419,0.6710358578,0.4512574891,0.572289719
389,0.6304918419,0.7324542753,0.2270016656,0.572289719
390,0.6304918419,0.780324848,0.4512574891,0.572289719
391,0.6711729928,0.5862564157,0.7162404332,0.7626593862
392,0.6711729928,0.5862564157,0.7162404332,0.7626593862
393,0.6711729928,0.6710358578,0.4512574891,0.7626593862
394,0.6891277983,0.7699850902,0.1891972252,0.1776695155
395,0.6960241638,0.6263190637,0.1891972252,0.3268049757
396,0.6960241638,0.6710358578,0.2939365832,0.572289719
397,0.6960241638,0.7196715772,0.6159380897,0.415682248
398,0.6960241638,0.7196715772,0.6159380897,0.415682248
399,0.7411556583,0.7241439167,0.2939365832,0.470607246
